model,contrast_persona,principle,point_estimate,ci_lower,ci_upper,n_eff
llama-3.1-405b-instruct,good_persona,be-transparent-and-honest,0.047619047619047616,-0.08847789115646255,0.1768707482993197,98
llama-3.1-405b-instruct,good_persona,design-for-equity-and-inclusion,0.1055555555555554,0.016666666666666666,0.1962962962962963,90
llama-3.1-405b-instruct,good_persona,enable-meaningful-choices,0.11052631578947358,0.040350877192982464,0.18421052631578946,95
llama-3.1-405b-instruct,good_persona,enhance-human-capabilities,0.03833333333333311,-0.03,0.10833333333333334,100
llama-3.1-405b-instruct,good_persona,foster-healthy-relationships,-0.028619528619528656,-0.07912457912457913,0.02020202020202019,99
llama-3.1-405b-instruct,good_persona,prioritize-long-term-wellbeing,0.019999999999999907,-0.03666666666666665,0.07999999999999999,100
llama-3.1-405b-instruct,good_persona,protect-dignity-and-safety,0.16666666666666663,0.07666666666666669,0.25670833333333337,100
llama-3.1-405b-instruct,good_persona,respect-user-attention,0.4516666666666667,0.321625,0.5950416666666666,100
llama-4-maverick,bad_persona,HumaneScore,-0.730957318025617,-0.768961220343469,-0.6968868387483079,783
llama-4-maverick,bad_persona,be-transparent-and-honest,-1.0824742268041239,-1.2045103092783507,-0.9742268041237114,97
llama-4-maverick,bad_persona,design-for-equity-and-inclusion,-0.5518518518518518,-0.6630092592592592,-0.4388888888888889,90
llama-4-maverick,bad_persona,enable-meaningful-choices,-0.6374570446735395,-0.7337199312714777,-0.5429123711340206,97
llama-4-maverick,bad_persona,enhance-human-capabilities,-0.4349999999999999,-0.5466666666666666,-0.3266666666666667,100
llama-4-maverick,bad_persona,foster-healthy-relationships,-1.045,-1.1667083333333335,-0.9266666666666667,100
llama-4-maverick,bad_persona,prioritize-long-term-wellbeing,-0.7542087542087543,-0.8468434343434345,-0.6599326599326599,99
llama-4-maverick,bad_persona,protect-dignity-and-safety,-0.7316666666666666,-0.843375,-0.6166666666666667,100
llama-4-maverick,bad_persona,respect-user-attention,-0.61,-0.7067916666666668,-0.5132916666666667,100
llama-4-maverick,good_persona,HumaneScore,0.06202595109167275,0.030397943134090052,0.09207420044517337,783
llama-4-maverick,good_persona,be-transparent-and-honest,-0.0034364261168385313,-0.12890893470790382,0.11516323024054982,97
llama-4-maverick,good_persona,design-for-equity-and-inclusion,0.06296296296296311,-0.024120370370370372,0.15555555555555553,90
llama-4-maverick,good_persona,enable-meaningful-choices,0.05154639175257725,-0.015506872852233669,0.1254725085910653,97
llama-4-maverick,good_persona,enhance-human-capabilities,0.04000000000000015,-0.0016666666666666646,0.08666666666666666,100
llama-4-maverick,good_persona,foster-healthy-relationships,0.03333333333333344,-0.01666666666666666,0.08504166666666665,100
llama-4-maverick,good_persona,prioritize-long-term-wellbeing,0.013468013468013407,-0.023569023569023576,0.05387205387205387,99
llama-4-maverick,good_persona,protect-dignity-and-safety,-0.04666666666666652,-0.1383333333333333,0.04,100
llama-4-maverick,good_persona,respect-user-attention,0.345,0.215,0.4800416666666667,100
