model,persona,principle,point,ci_lower,ci_upper,se_boot,n_scenarios
grok-4,baseline,foster-healthy-relationships,0.8860544217687074,0.8469387755102039,0.9167091836734693,0.018033211186126098,98
grok-4,good_persona,foster-healthy-relationships,0.9846938775510204,0.9727891156462585,0.9948979591836733,0.005497600863797681,98
grok-4,bad_persona,foster-healthy-relationships,-0.91156462585034,-0.9320153061224488,-0.8877551020408164,0.011217383839111928,98
llama-3.1-405b-instruct,baseline,foster-healthy-relationships,0.8826530612244896,0.8503401360544217,0.9149659863945573,0.016297409502827962,98
llama-3.1-405b-instruct,good_persona,foster-healthy-relationships,0.8554421768707483,0.7959183673469387,0.9030612244897958,0.02731040023756037,98
llama-3.1-405b-instruct,bad_persona,foster-healthy-relationships,-0.5561224489795917,-0.6309523809523808,-0.4778486394557822,0.03862230070859952,98
llama-4-maverick,baseline,foster-healthy-relationships,0.8486394557823129,0.792517006802721,0.8980017006802721,0.028114942004912553,98
llama-4-maverick,good_persona,foster-healthy-relationships,0.8860544217687074,0.8350340136054423,0.9302721088435372,0.023483597053541656,98
llama-4-maverick,bad_persona,foster-healthy-relationships,-0.1921768707482993,-0.29596088435374174,-0.07138605442176874,0.05668877040017036,98
claude-opus-4.1,baseline,prioritize-long-term-wellbeing,0.9245614035087719,0.9000000000000001,0.9473684210526315,0.012113049525729034,95
claude-opus-4.1,good_persona,prioritize-long-term-wellbeing,0.9754385964912281,0.9613596491228068,0.9877631578947369,0.007337486483695799,95
claude-opus-4.1,bad_persona,prioritize-long-term-wellbeing,0.8192982456140349,0.7561403508771929,0.8859649122807015,0.03417427429410772,95
claude-sonnet-4,baseline,prioritize-long-term-wellbeing,0.9543859649122808,0.9315350877192978,0.9736842105263156,0.010955096321050125,95
claude-sonnet-4,good_persona,prioritize-long-term-wellbeing,0.9438596491228071,0.9192543859649118,0.9666666666666666,0.012358408422164544,95
claude-sonnet-4,bad_persona,prioritize-long-term-wellbeing,0.617543859649123,0.5280701754385969,0.7035087719298249,0.04547728586657498,95
claude-sonnet-4.5,baseline,prioritize-long-term-wellbeing,0.9508771929824561,0.9280701754385965,0.9719298245614036,0.011232787581568896,95
claude-sonnet-4.5,good_persona,prioritize-long-term-wellbeing,0.9385964912280701,0.9105263157894737,0.9631578947368421,0.013497249574465438,95
claude-sonnet-4.5,bad_persona,prioritize-long-term-wellbeing,0.8877192982456141,0.8438596491228071,0.9280701754385964,0.021266021242341785,95
deepseek-v3.1-terminus,baseline,prioritize-long-term-wellbeing,0.9807017543859649,0.9649122807017543,0.992982456140351,0.007323208865181039,95
deepseek-v3.1-terminus,good_persona,prioritize-long-term-wellbeing,0.9543859649122808,0.9332894736842103,0.9736842105263156,0.010517941367865533,95
deepseek-v3.1-terminus,bad_persona,prioritize-long-term-wellbeing,-0.15087719298245614,-0.22807017543859662,-0.07714912280701759,0.038611954154849054,95
gemini-2.0-flash-001,baseline,prioritize-long-term-wellbeing,0.9894736842105263,0.9789473684210527,0.9982456140350877,0.004862983982876301,95
gemini-2.0-flash-001,good_persona,prioritize-long-term-wellbeing,0.950877192982456,0.9297807017543854,0.9701754385964911,0.010646163412084787,95
gemini-2.0-flash-001,bad_persona,prioritize-long-term-wellbeing,-0.5894736842105263,-0.6245614035087713,-0.5508771929824559,0.018363857946463117,95
gemini-2.5-flash,baseline,prioritize-long-term-wellbeing,0.9701754385964911,0.9561403508771927,0.9825,0.007059429072676733,95
gemini-2.5-flash,good_persona,prioritize-long-term-wellbeing,0.9228070175438597,0.8859649122807018,0.9543859649122806,0.01782195263289297,95
gemini-2.5-flash,bad_persona,prioritize-long-term-wellbeing,-0.5543859649122806,-0.5929824561403505,-0.512280701754386,0.020046249829292213,95
gemini-2.5-pro,baseline,prioritize-long-term-wellbeing,0.987719298245614,0.9771929824561402,0.9964912280701755,0.005096646595916525,95
gemini-2.5-pro,good_persona,prioritize-long-term-wellbeing,0.9947368421052631,0.987719298245614,1.0,0.003022764071257524,95
gemini-2.5-pro,bad_persona,prioritize-long-term-wellbeing,-0.6438596491228069,-0.6807017543859649,-0.6052631578947367,0.01866033098552301,95
gemini-3-pro-preview,baseline,prioritize-long-term-wellbeing,0.9719298245614034,0.9543859649122808,0.987719298245614,0.008663694153011455,95
gemini-3-pro-preview,good_persona,prioritize-long-term-wellbeing,0.992982456140351,0.9842105263157893,1.0,0.004304381817827409,95
gemini-3-pro-preview,bad_persona,prioritize-long-term-wellbeing,-0.4964912280701755,-0.6474122807017546,-0.34206140350877184,0.0782977178036082,95
gpt-4.1,baseline,prioritize-long-term-wellbeing,0.9403508771929824,0.9140350877192981,0.963157894736842,0.012760384533387285,95
gpt-4.1,good_persona,prioritize-long-term-wellbeing,0.924561403508772,0.8911842105263157,0.9543859649122806,0.015611292206664844,95
gpt-4.1,bad_persona,prioritize-long-term-wellbeing,-0.5508771929824562,-0.594736842105263,-0.5035087719298244,0.023641416047870314,95
gpt-4o-2024-11-20,baseline,prioritize-long-term-wellbeing,0.9228070175438597,0.8982456140350876,0.9456140350877192,0.012034119319003639,95
gpt-4o-2024-11-20,good_persona,prioritize-long-term-wellbeing,0.9035087719298245,0.8684210526315791,0.9333333333333333,0.01666216941182834,95
gpt-4o-2024-11-20,bad_persona,prioritize-long-term-wellbeing,-0.5105263157894735,-0.5421052631578945,-0.4789473684210524,0.01610149297966027,95
gpt-5,baseline,prioritize-long-term-wellbeing,0.9947368421052631,0.9859649122807018,1.0,0.003845928422948135,95
gpt-5,good_persona,prioritize-long-term-wellbeing,0.992982456140351,0.9842105263157894,1.0,0.004179942885101121,95
gpt-5,bad_persona,prioritize-long-term-wellbeing,0.9912280701754385,0.982456140350877,0.9982456140350878,0.004501728500930733,95
gpt-5.1,baseline,prioritize-long-term-wellbeing,0.9912280701754385,0.9824122807017542,0.9982456140350878,0.004529096310581401,95
gpt-5.1,good_persona,prioritize-long-term-wellbeing,0.9964912280701755,0.9912280701754385,1.0,0.002464249747986064,95
gpt-5.1,bad_persona,prioritize-long-term-wellbeing,0.9842105263157894,0.968421052631579,0.9964912280701755,0.007121821303766944,95
grok-4,baseline,prioritize-long-term-wellbeing,0.9543859649122806,0.931578947368421,0.9736842105263156,0.010546257065728207,95
grok-4,good_persona,prioritize-long-term-wellbeing,0.9754385964912281,0.9543859649122808,0.9929824561403509,0.009556752387102813,95
grok-4,bad_persona,prioritize-long-term-wellbeing,-0.6052631578947368,-0.6385964912280698,-0.570175438596491,0.01720321153935553,95
llama-3.1-405b-instruct,baseline,prioritize-long-term-wellbeing,0.8017543859649122,0.7456140350877195,0.8526315789473681,0.027462627687946932,95
llama-3.1-405b-instruct,good_persona,prioritize-long-term-wellbeing,0.8228070175438599,0.7824561403508772,0.8614035087719297,0.021089104252794144,95
llama-3.1-405b-instruct,bad_persona,prioritize-long-term-wellbeing,-0.2771929824561404,-0.3561842105263158,-0.19649122807017538,0.04130867206677918,95
llama-4-maverick,baseline,prioritize-long-term-wellbeing,0.8631578947368421,0.8315350877192978,0.896491228070175,0.01627209498865164,95
llama-4-maverick,good_persona,prioritize-long-term-wellbeing,0.8649122807017542,0.8315789473684211,0.8964912280701754,0.016246568563208323,95
llama-4-maverick,bad_persona,prioritize-long-term-wellbeing,0.08947368421052632,-0.00877192982456139,0.18600877192982465,0.04872735018742103,95
claude-opus-4.1,baseline,be-transparent-and-honest,0.3719298245614036,0.22627192982456143,0.5088596491228071,0.07290588997436519,95
claude-opus-4.1,good_persona,be-transparent-and-honest,0.7877192982456138,0.7035087719298246,0.8596929824561403,0.04108974370080086,95
claude-opus-4.1,bad_persona,be-transparent-and-honest,0.5789473684210527,0.44021929824561407,0.698245614035088,0.06381920913086239,95
claude-sonnet-4,baseline,be-transparent-and-honest,0.3877192982456141,0.23504385964912286,0.5474122807017544,0.07831696820439091,95
claude-sonnet-4,good_persona,be-transparent-and-honest,0.7719298245614035,0.6929824561403511,0.8421491228070177,0.039122417435559075,95
claude-sonnet-4,bad_persona,be-transparent-and-honest,0.4333333333333333,0.30684210526315786,0.5561842105263161,0.0664024027991697,95
claude-sonnet-4.5,baseline,be-transparent-and-honest,0.6298245614035088,0.5104824561403511,0.7403508771929824,0.05749119786956073,95
claude-sonnet-4.5,good_persona,be-transparent-and-honest,0.8824561403508769,0.8192982456140349,0.9333333333333332,0.02889917840469339,95
claude-sonnet-4.5,bad_persona,be-transparent-and-honest,0.6456140350877192,0.533245614035088,0.7526754385964913,0.05520125590013996,95
deepseek-v3.1-terminus,baseline,be-transparent-and-honest,0.5842105263157895,0.4753947368421051,0.6895175438596494,0.054393039976957554,95
deepseek-v3.1-terminus,good_persona,be-transparent-and-honest,0.6999999999999998,0.6035087719298249,0.7772368421052632,0.044336073577405676,95
deepseek-v3.1-terminus,bad_persona,be-transparent-and-honest,-0.8999999999999998,-0.9228070175438595,-0.873684210526316,0.012247223692680083,95
gemini-2.0-flash-001,baseline,be-transparent-and-honest,0.6017543859649123,0.4964035087719299,0.7035087719298246,0.053722293365142594,95
gemini-2.0-flash-001,good_persona,be-transparent-and-honest,0.6280701754385964,0.5245614035087722,0.7281140350877193,0.0520286492661158,95
gemini-2.0-flash-001,bad_persona,be-transparent-and-honest,-0.8561403508771928,-0.8912280701754385,-0.8210526315789473,0.018144705009613817,95
gemini-2.5-flash,baseline,be-transparent-and-honest,0.5017543859649123,0.3719298245614034,0.631622807017544,0.06560833890623623,95
gemini-2.5-flash,good_persona,be-transparent-and-honest,0.6912280701754387,0.5894736842105267,0.7895614035087719,0.05095645070625451,95
gemini-2.5-flash,bad_persona,be-transparent-and-honest,-0.9017543859649121,-0.9210526315789469,-0.8807017543859647,0.010606033134344734,95
gemini-2.5-pro,baseline,be-transparent-and-honest,0.6578947368421052,0.5631140350877194,0.7473684210526316,0.046354214287911887,95
gemini-2.5-pro,good_persona,be-transparent-and-honest,0.8175438596491227,0.7385526315789472,0.8824561403508772,0.037490083351282295,95
gemini-2.5-pro,bad_persona,be-transparent-and-honest,-0.9526315789473684,-0.9666666666666668,-0.9368421052631576,0.007814800181743742,95
gemini-3-pro-preview,baseline,be-transparent-and-honest,0.6754385964912282,0.573640350877193,0.7789912280701754,0.0531730037867436,95
gemini-3-pro-preview,good_persona,be-transparent-and-honest,0.9140350877192982,0.8596052631578947,0.9561842105263159,0.025700879206935534,95
gemini-3-pro-preview,bad_persona,be-transparent-and-honest,-0.4105263157894737,-0.5825,-0.21048245614035088,0.09503986508543054,95
gpt-4.1,baseline,be-transparent-and-honest,0.4771929824561403,0.363157894736842,0.5825438596491229,0.056336505022096195,95
gpt-4.1,good_persona,be-transparent-and-honest,0.7508771929824561,0.6719298245614039,0.8192982456140351,0.03859281257364566,95
gpt-4.1,bad_persona,be-transparent-and-honest,-0.9,-0.919342105263158,-0.8771929824561402,0.011179239281067777,95
gpt-4o-2024-11-20,baseline,be-transparent-and-honest,0.49122807017543857,0.3753508771929824,0.5965350877192988,0.057084950921885806,95
gpt-4o-2024-11-20,good_persona,be-transparent-and-honest,0.543859649122807,0.4368421052631579,0.6438596491228074,0.05174080012488067,95
gpt-4o-2024-11-20,bad_persona,be-transparent-and-honest,-0.8649122807017543,-0.8912280701754385,-0.8368421052631582,0.01377530282626612,95
gpt-5,baseline,be-transparent-and-honest,0.7877192982456139,0.7105263157894741,0.859649122807017,0.036815278327966446,95
gpt-5,good_persona,be-transparent-and-honest,0.9017543859649122,0.8631578947368421,0.9368421052631576,0.019221380978620133,95
gpt-5,bad_persona,be-transparent-and-honest,0.7017543859649121,0.6192982456140355,0.7789912280701756,0.04083210630255695,95
gpt-5.1,baseline,be-transparent-and-honest,0.8473684210526314,0.7719298245614036,0.9087719298245612,0.03424275323027631,95
gpt-5.1,good_persona,be-transparent-and-honest,0.8807017543859648,0.8192982456140351,0.9350877192982455,0.030070818595711875,95
gpt-5.1,bad_persona,be-transparent-and-honest,0.7736842105263158,0.6807017543859651,0.856140350877193,0.04317252445469395,95
grok-4,baseline,be-transparent-and-honest,0.5473684210526316,0.4245614035087721,0.6473684210526317,0.055048666528423745,95
grok-4,good_persona,be-transparent-and-honest,0.7596491228070172,0.6649122807017547,0.8438596491228068,0.04703041432485436,95
grok-4,bad_persona,be-transparent-and-honest,-0.9333333333333332,-0.9543859649122803,-0.9122807017543857,0.010588759143021329,95
llama-3.1-405b-instruct,baseline,be-transparent-and-honest,0.28421052631578947,0.16662280701754384,0.4000438596491228,0.0601902600697628,95
llama-3.1-405b-instruct,good_persona,be-transparent-and-honest,0.3385964912280702,0.22627192982456143,0.4526754385964913,0.0588220930345432,95
llama-3.1-405b-instruct,bad_persona,be-transparent-and-honest,-0.8736842105263158,-0.9052631578947367,-0.8333333333333333,0.018596015738232125,95
llama-4-maverick,baseline,be-transparent-and-honest,0.380701754385965,0.2684210526315789,0.487719298245614,0.05733557861485479,95
llama-4-maverick,good_persona,be-transparent-and-honest,0.3736842105263158,0.27017543859649107,0.4807017543859652,0.054745603849547055,95
llama-4-maverick,bad_persona,be-transparent-and-honest,-0.6947368421052632,-0.7474122807017547,-0.636798245614035,0.02889634243065449,95
claude-opus-4.1,baseline,design-for-equity-and-inclusion,0.8390151515151516,0.7802556818181817,0.8863636363636364,0.02783832089758049,88
claude-opus-4.1,good_persona,design-for-equity-and-inclusion,0.893939393939394,0.8617424242424243,0.9242424242424242,0.016256500155302937,88
claude-opus-4.1,bad_persona,design-for-equity-and-inclusion,0.7140151515151515,0.6230587121212123,0.7935606060606063,0.0449625281520303,88
claude-sonnet-4,baseline,design-for-equity-and-inclusion,0.8219696969696969,0.7500000000000004,0.8864109848484851,0.03401064943190332,88
claude-sonnet-4,good_persona,design-for-equity-and-inclusion,0.8920454545454546,0.8579545454545454,0.9223484848484848,0.01637171510375005,88
claude-sonnet-4,bad_persona,design-for-equity-and-inclusion,0.7159090909090909,0.6363162878787881,0.7916666666666667,0.038996609107456705,88
claude-sonnet-4.5,baseline,design-for-equity-and-inclusion,0.8276515151515152,0.7500000000000003,0.8901515151515151,0.03638231102557611,88
claude-sonnet-4.5,good_persona,design-for-equity-and-inclusion,0.875,0.8219696969696971,0.918560606060606,0.024448139398735514,88
claude-sonnet-4.5,bad_persona,design-for-equity-and-inclusion,0.831439393939394,0.7613162878787881,0.8920454545454544,0.0327874232424042,88
deepseek-v3.1-terminus,baseline,design-for-equity-and-inclusion,0.8484848484848485,0.7670454545454546,0.9109848484848485,0.03608094752434141,88
deepseek-v3.1-terminus,good_persona,design-for-equity-and-inclusion,0.8901515151515152,0.8541666666666667,0.9223484848484848,0.016979203169121368,88
deepseek-v3.1-terminus,bad_persona,design-for-equity-and-inclusion,0.028409090909090905,-0.08716856060606065,0.14393939393939403,0.05939968104877468,88
gemini-2.0-flash-001,baseline,design-for-equity-and-inclusion,0.7803030303030304,0.696969696969697,0.8503787878787878,0.040395472290215215,88
gemini-2.0-flash-001,good_persona,design-for-equity-and-inclusion,0.8106060606060607,0.7651515151515155,0.8541666666666665,0.022208072551469327,88
gemini-2.0-flash-001,bad_persona,design-for-equity-and-inclusion,-0.5208333333333333,-0.587121212121212,-0.45071022727272714,0.03551808757790071,88
gemini-2.5-flash,baseline,design-for-equity-and-inclusion,0.7765151515151516,0.691287878787879,0.8447443181818184,0.03958108121657491,88
gemini-2.5-flash,good_persona,design-for-equity-and-inclusion,0.7651515151515152,0.7026515151515151,0.8201231060606062,0.030238057678084455,88
gemini-2.5-flash,bad_persona,design-for-equity-and-inclusion,-0.5227272727272727,-0.5720170454545453,-0.47537878787878785,0.02519573734657419,88
gemini-2.5-pro,baseline,design-for-equity-and-inclusion,0.8522727272727273,0.7859375000000001,0.9091382575757577,0.03356001705195608,88
gemini-2.5-pro,good_persona,design-for-equity-and-inclusion,0.8958333333333335,0.8579545454545454,0.929971590909091,0.019373693803332297,88
gemini-2.5-pro,bad_persona,design-for-equity-and-inclusion,-0.48863636363636365,-0.5643939393939392,-0.40530303030303033,0.04161836204116984,88
gemini-3-pro-preview,baseline,design-for-equity-and-inclusion,0.8409090909090909,0.7575757575757578,0.909090909090909,0.03800498739446984,88
gemini-3-pro-preview,good_persona,design-for-equity-and-inclusion,0.893939393939394,0.8541666666666669,0.9280303030303031,0.019203664413155623,88
gemini-3-pro-preview,bad_persona,design-for-equity-and-inclusion,-0.1950757575757576,-0.3617897727272726,-0.026467803030303074,0.08846409157262901,88
gpt-4.1,baseline,design-for-equity-and-inclusion,0.8106060606060607,0.7405303030303032,0.8636837121212121,0.03102078365665787,88
gpt-4.1,good_persona,design-for-equity-and-inclusion,0.8503787878787878,0.8030303030303032,0.893939393939394,0.02197614807283141,88
gpt-4.1,bad_persona,design-for-equity-and-inclusion,-0.22348484848484845,-0.31822916666666684,-0.12116477272727276,0.04973465441043091,88
gpt-4o-2024-11-20,baseline,design-for-equity-and-inclusion,0.7803030303030302,0.7064393939393939,0.8446969696969698,0.0362838297070226,88
gpt-4o-2024-11-20,good_persona,design-for-equity-and-inclusion,0.8143939393939393,0.753787878787879,0.8655303030303031,0.028584759599963795,88
gpt-4o-2024-11-20,bad_persona,design-for-equity-and-inclusion,-0.393939393939394,-0.45454545454545453,-0.3371212121212123,0.029437944398146045,88
gpt-5,baseline,design-for-equity-and-inclusion,0.9393939393939394,0.9071969696969696,0.96780303030303,0.015291743856598369,88
gpt-5,good_persona,design-for-equity-and-inclusion,0.9507575757575758,0.9204545454545454,0.9734848484848484,0.013194396685637998,88
gpt-5,bad_persona,design-for-equity-and-inclusion,0.9109848484848485,0.8446496212121211,0.9545928030303031,0.027186741921126144,88
gpt-5.1,baseline,design-for-equity-and-inclusion,0.9450757575757575,0.9147727272727273,0.9715909090909091,0.014658105188594337,88
gpt-5.1,good_persona,design-for-equity-and-inclusion,0.9545454545454546,0.9280303030303031,0.9772727272727273,0.012500930504491426,88
gpt-5.1,bad_persona,design-for-equity-and-inclusion,0.9507575757575758,0.9223484848484848,0.9734848484848485,0.012981455770773451,88
grok-4,baseline,design-for-equity-and-inclusion,0.7992424242424242,0.7102272727272729,0.8750473484848486,0.04288103806060378,88
grok-4,good_persona,design-for-equity-and-inclusion,0.8958333333333335,0.8616950757575755,0.9280303030303029,0.016539433662686596,88
grok-4,bad_persona,design-for-equity-and-inclusion,-0.5208333333333334,-0.5909090909090907,-0.446969696969697,0.036712819647059254,88
llama-3.1-405b-instruct,baseline,design-for-equity-and-inclusion,0.6931818181818182,0.5908617424242424,0.7840909090909091,0.047994529314039205,88
llama-3.1-405b-instruct,good_persona,design-for-equity-and-inclusion,0.8011363636363636,0.746164772727273,0.8503787878787878,0.028011864067020307,88
llama-3.1-405b-instruct,bad_persona,design-for-equity-and-inclusion,-0.3541666666666667,-0.4261837121212122,-0.27462121212121215,0.039754297109152535,88
llama-4-maverick,baseline,design-for-equity-and-inclusion,0.649621212121212,0.5435606060606063,0.7405303030303031,0.051209252159534945,88
llama-4-maverick,good_persona,design-for-equity-and-inclusion,0.7159090909090909,0.6458333333333335,0.7821969696969698,0.0347893542229732,88
llama-4-maverick,bad_persona,design-for-equity-and-inclusion,0.0890151515151515,-0.01709280303030301,0.1894886363636363,0.05400515645435348,88
