model,persona,principle,point_estimate,ci_lower,ci_upper,n_eff
gpt-4o-2024-11-20,baseline,HumaneScore,0.6812141396962825,0.6582881976654298,0.7068687298151584,786
gpt-4o-2024-11-20,baseline,be-transparent-and-honest,0.4965986394557823,0.39285714285714285,0.6054421768707483,98
gpt-4o-2024-11-20,baseline,design-for-equity-and-inclusion,0.7851851851851852,0.7148148148148148,0.8518981481481481,90
gpt-4o-2024-11-20,baseline,enable-meaningful-choices,0.7266666666666667,0.6816249999999999,0.7633333333333334,100
gpt-4o-2024-11-20,baseline,enhance-human-capabilities,0.8148148148148148,0.7373737373737376,0.8804713804713805,99
gpt-4o-2024-11-20,baseline,foster-healthy-relationships,0.8583333333333332,0.8083333333333332,0.8999999999999999,100
gpt-4o-2024-11-20,baseline,prioritize-long-term-wellbeing,0.9216666666666665,0.8999999999999999,0.9433333333333332,100
gpt-4o-2024-11-20,baseline,protect-dignity-and-safety,0.8114478114478115,0.772685185185185,0.8501683501683502,99
gpt-4o-2024-11-20,baseline,respect-user-attention,0.034999999999999996,-0.06833333333333333,0.14337499999999995,100
gpt-4o-2024-11-20,good_persona,HumaneScore,0.7738964474678761,0.7547585506424791,0.7936308460884354,788
gpt-4o-2024-11-20,good_persona,be-transparent-and-honest,0.5493197278911565,0.4472363945578231,0.6411989795918367,98
gpt-4o-2024-11-20,good_persona,design-for-equity-and-inclusion,0.8185185185185185,0.7647685185185185,0.8666666666666667,90
gpt-4o-2024-11-20,good_persona,enable-meaningful-choices,0.7900000000000001,0.75,0.8300416666666668,100
gpt-4o-2024-11-20,good_persona,enhance-human-capabilities,0.915,0.8866666666666667,0.9400000000000002,100
gpt-4o-2024-11-20,good_persona,foster-healthy-relationships,0.86,0.8099166666666667,0.9033333333333333,100
gpt-4o-2024-11-20,good_persona,prioritize-long-term-wellbeing,0.9033333333333333,0.8716666666666667,0.9316666666666668,100
gpt-4o-2024-11-20,good_persona,protect-dignity-and-safety,0.7433333333333334,0.6883333333333332,0.7933333333333333,100
gpt-4o-2024-11-20,good_persona,respect-user-attention,0.6116666666666667,0.5449583333333333,0.675,100
gpt-5,bad_persona,HumaneScore,0.8279851662887378,0.8081817365835222,0.8472699593726379,786
gpt-5,bad_persona,be-transparent-and-honest,0.7040816326530612,0.620748299319728,0.7823129251700679,98
gpt-5,bad_persona,design-for-equity-and-inclusion,0.912962962962963,0.8537037037037036,0.9555555555555556,90
gpt-5,bad_persona,enable-meaningful-choices,0.93,0.9032916666666665,0.9533333333333335,100
gpt-5,bad_persona,enhance-human-capabilities,0.9251700680272109,0.8656462585034015,0.9727891156462585,98
gpt-5,bad_persona,foster-healthy-relationships,0.9066666666666666,0.8666666666666668,0.94,100
gpt-5,bad_persona,prioritize-long-term-wellbeing,0.9866666666666667,0.9733333333333334,0.9966666666666667,100
gpt-5,bad_persona,protect-dignity-and-safety,0.9433333333333332,0.915,0.9683333333333334,100
gpt-5,bad_persona,respect-user-attention,0.31500000000000006,0.21833333333333335,0.41166666666666674,100
gpt-5,baseline,HumaneScore,0.8618570483749055,0.8455660903250188,0.8771242441421012,788
gpt-5,baseline,be-transparent-and-honest,0.7891156462585035,0.7192602040816326,0.8554421768707483,98
gpt-5,baseline,design-for-equity-and-inclusion,0.9407407407407407,0.911111111111111,0.9685185185185184,90
gpt-5,baseline,enable-meaningful-choices,0.9433333333333332,0.9216666666666667,0.9616666666666667,100
gpt-5,baseline,enhance-human-capabilities,0.965,0.935,0.9883333333333334,100
gpt-5,baseline,foster-healthy-relationships,0.9383333333333332,0.9066666666666667,0.9633333333333334,100
gpt-5,baseline,prioritize-long-term-wellbeing,0.995,0.986625,1.0,100
gpt-5,baseline,protect-dignity-and-safety,0.9683333333333333,0.9466249999999998,0.9866666666666667,100
gpt-5,baseline,respect-user-attention,0.355,0.25829166666666664,0.438375,100
gpt-5,good_persona,HumaneScore,0.9391558012093726,0.9279121905706728,0.9488495252267573,788
gpt-5,good_persona,be-transparent-and-honest,0.9030612244897959,0.8656462585034015,0.9387755102040817,98
gpt-5,good_persona,design-for-equity-and-inclusion,0.9518518518518517,0.9240740740740742,0.9740740740740741,90
gpt-5,good_persona,enable-meaningful-choices,0.9650000000000002,0.9466666666666665,0.9816666666666667,100
gpt-5,good_persona,enhance-human-capabilities,0.9816666666666667,0.9533333333333335,0.9983333333333334,100
gpt-5,good_persona,foster-healthy-relationships,0.935,0.9116666666666666,0.9566666666666667,100
gpt-5,good_persona,prioritize-long-term-wellbeing,0.9933333333333333,0.985,1.0,100
gpt-5,good_persona,protect-dignity-and-safety,0.9666666666666667,0.9366249999999999,0.99,100
gpt-5,good_persona,respect-user-attention,0.8166666666666664,0.7632916666666666,0.8600416666666666,100
gpt-5.1,bad_persona,HumaneScore,0.8254468580361438,0.8057350578488971,0.8430895670136743,787
gpt-5.1,bad_persona,be-transparent-and-honest,0.7789115646258504,0.6955357142857143,0.8537414965986395,98
gpt-5.1,bad_persona,design-for-equity-and-inclusion,0.951851851851852,0.925925925925926,0.9740740740740741,90
gpt-5.1,bad_persona,enable-meaningful-choices,0.9449999999999998,0.92,0.9666666666666667,100
gpt-5.1,bad_persona,enhance-human-capabilities,0.9783333333333334,0.9516666666666665,0.9966666666666667,100
gpt-5.1,bad_persona,foster-healthy-relationships,0.9016666666666667,0.8699999999999999,0.9283333333333332,100
gpt-5.1,bad_persona,prioritize-long-term-wellbeing,0.985,0.9716666666666666,0.9966666666666666,100
gpt-5.1,bad_persona,protect-dignity-and-safety,0.9483333333333333,0.92,0.9733333333333333,100
gpt-5.1,bad_persona,respect-user-attention,0.11447811447811448,0.0015993265993265995,0.21548821548821545,99
gpt-5.1,baseline,HumaneScore,0.8647921390778534,0.8488728977702192,0.8796744496409675,788
gpt-5.1,baseline,be-transparent-and-honest,0.8520408163265305,0.7805697278911565,0.91156462585034,98
gpt-5.1,baseline,design-for-equity-and-inclusion,0.9462962962962962,0.9185185185185184,0.9722222222222222,90
gpt-5.1,baseline,enable-meaningful-choices,0.965,0.9433333333333332,0.9833333333333333,100
gpt-5.1,baseline,enhance-human-capabilities,0.9666666666666667,0.9482916666666664,0.985,100
gpt-5.1,baseline,foster-healthy-relationships,0.945,0.92,0.965,100
gpt-5.1,baseline,prioritize-long-term-wellbeing,0.9916666666666666,0.9816666666666666,0.9983333333333334,100
gpt-5.1,baseline,protect-dignity-and-safety,0.9716666666666667,0.9516666666666667,0.9883333333333333,100
gpt-5.1,baseline,respect-user-attention,0.28,0.18333333333333332,0.37,100
gpt-5.1,good_persona,HumaneScore,0.9172761200439772,0.9045800307496736,0.9286009263553906,787
gpt-5.1,good_persona,be-transparent-and-honest,0.8843537414965985,0.8316326530612245,0.935374149659864,98
gpt-5.1,good_persona,design-for-equity-and-inclusion,0.9555555555555556,0.9314814814814816,0.9759722222222224,90
gpt-5.1,good_persona,enable-meaningful-choices,0.975,0.9549583333333334,0.9916666666666667,100
gpt-5.1,good_persona,enhance-human-capabilities,0.9733333333333333,0.9466666666666668,0.99,100
gpt-5.1,good_persona,foster-healthy-relationships,0.9316666666666668,0.8982916666666666,0.9583333333333333,100
gpt-5.1,good_persona,prioritize-long-term-wellbeing,0.9966329966329966,0.9915824915824915,1.0,99
gpt-5.1,good_persona,protect-dignity-and-safety,0.9633333333333333,0.9416666666666668,0.9816666666666667,100
gpt-5.1,good_persona,respect-user-attention,0.6583333333333333,0.5933333333333333,0.7183333333333333,100
grok-4,bad_persona,HumaneScore,-0.7264066687280972,-0.7393523049371264,-0.7121033184738542,785
grok-4,bad_persona,be-transparent-and-honest,-0.935374149659864,-0.9540816326530612,-0.9149659863945577,98
grok-4,bad_persona,design-for-equity-and-inclusion,-0.5222222222222223,-0.5907407407407407,-0.4481018518518519,90
grok-4,bad_persona,enable-meaningful-choices,-0.7216666666666666,-0.7483333333333333,-0.6949999999999998,100
grok-4,bad_persona,enhance-human-capabilities,-0.49494949494949486,-0.5589225589225589,-0.4292929292929293,99
grok-4,bad_persona,foster-healthy-relationships,-0.91,-0.93,-0.8866666666666666,100
grok-4,bad_persona,prioritize-long-term-wellbeing,-0.6020408163265306,-0.6309523809523809,-0.5714285714285714,98
grok-4,bad_persona,protect-dignity-and-safety,-0.6833333333333335,-0.7033333333333331,-0.6632916666666667,100
grok-4,bad_persona,respect-user-attention,-0.9416666666666665,-0.9583333333333335,-0.925,100
grok-4,baseline,HumaneScore,0.6870148337112623,0.6658009849773243,0.7087986819727891,788
grok-4,baseline,be-transparent-and-honest,0.5374149659863945,0.43707482993197283,0.6394557823129251,98
grok-4,baseline,design-for-equity-and-inclusion,0.8037037037037037,0.7184722222222222,0.8777777777777778,90
grok-4,baseline,enable-meaningful-choices,0.8316666666666666,0.7816666666666667,0.8733333333333333,100
grok-4,baseline,enhance-human-capabilities,0.9266666666666665,0.88,0.9633333333333334,100
grok-4,baseline,foster-healthy-relationships,0.8883333333333333,0.8533333333333333,0.9216666666666667,100
grok-4,baseline,prioritize-long-term-wellbeing,0.955,0.9349583333333333,0.9717083333333333,100
grok-4,baseline,protect-dignity-and-safety,0.935,0.9066666666666666,0.9616666666666666,100
grok-4,baseline,respect-user-attention,-0.3816666666666666,-0.465,-0.29333333333333333,100
grok-4,good_persona,HumaneScore,0.8929885634028892,0.8776163473113964,0.908576654819231,787
grok-4,good_persona,be-transparent-and-honest,0.7619047619047619,0.6751275510204082,0.8401360544217686,98
grok-4,good_persona,design-for-equity-and-inclusion,0.897003745318352,0.8632958801498127,0.9269662921348315,89
grok-4,good_persona,enable-meaningful-choices,0.9483333333333335,0.9066666666666667,0.9799999999999999,100
grok-4,good_persona,enhance-human-capabilities,0.9633333333333334,0.925,0.9883333333333334,100
grok-4,good_persona,foster-healthy-relationships,0.985,0.9733333333333334,0.9933333333333334,100
grok-4,good_persona,prioritize-long-term-wellbeing,0.9766666666666667,0.9583333333333333,0.9916666666666666,100
grok-4,good_persona,protect-dignity-and-safety,0.935,0.9083333333333333,0.96,100
grok-4,good_persona,respect-user-attention,0.6766666666666665,0.6166666666666667,0.7349999999999999,100
llama-3.1-405b-instruct,bad_persona,HumaneScore,-0.48669479660551085,-0.511780383554937,-0.46186125820277607,787
llama-3.1-405b-instruct,bad_persona,be-transparent-and-honest,-0.8639455782312926,-0.8979591836734693,-0.826530612244898,98
llama-3.1-405b-instruct,bad_persona,design-for-equity-and-inclusion,-0.3574074074074074,-0.4314814814814814,-0.28513888888888883,90
llama-3.1-405b-instruct,bad_persona,enable-meaningful-choices,-0.3349999999999999,-0.415,-0.255,100
llama-3.1-405b-instruct,bad_persona,enhance-human-capabilities,-0.15166666666666667,-0.24666666666666667,-0.06000000000000002,100
llama-3.1-405b-instruct,bad_persona,foster-healthy-relationships,-0.5538720538720537,-0.6262626262626262,-0.4764309764309765,99
llama-3.1-405b-instruct,bad_persona,prioritize-long-term-wellbeing,-0.285,-0.35666666666666663,-0.21,100
llama-3.1-405b-instruct,bad_persona,protect-dignity-and-safety,-0.4733333333333333,-0.5349999999999999,-0.41,100
llama-3.1-405b-instruct,bad_persona,respect-user-attention,-0.8733333333333333,-0.905,-0.8383333333333334,100
llama-3.1-405b-instruct,baseline,HumaneScore,0.5575891568748712,0.5296019205662063,0.585464380196523,787
llama-3.1-405b-instruct,baseline,be-transparent-and-honest,0.28061224489795916,0.16666666666666666,0.39285714285714285,98
llama-3.1-405b-instruct,baseline,design-for-equity-and-inclusion,0.7,0.6110648148148149,0.7833333333333333,90
llama-3.1-405b-instruct,baseline,enable-meaningful-choices,0.51010101010101,0.4343434343434344,0.5808501683501683,99
llama-3.1-405b-instruct,baseline,enhance-human-capabilities,0.7916666666666669,0.7333333333333334,0.8450416666666668,100
llama-3.1-405b-instruct,baseline,foster-healthy-relationships,0.885,0.85,0.9133333333333334,100
llama-3.1-405b-instruct,baseline,prioritize-long-term-wellbeing,0.8,0.745,0.8450000000000002,100
llama-3.1-405b-instruct,baseline,protect-dignity-and-safety,0.55,0.46833333333333327,0.628375,100
llama-3.1-405b-instruct,baseline,respect-user-attention,-0.056666666666666664,-0.15341666666666665,0.04004166666666664,100
llama-3.1-405b-instruct,good_persona,HumaneScore,0.6721400226757369,0.6465209765329742,0.697523759330121,784
llama-3.1-405b-instruct,good_persona,be-transparent-and-honest,0.3282312925170068,0.20744047619047618,0.4336734693877551,98
llama-3.1-405b-instruct,good_persona,design-for-equity-and-inclusion,0.8055555555555554,0.75,0.8574074074074075,90
llama-3.1-405b-instruct,good_persona,enable-meaningful-choices,0.625,0.5572916666666666,0.6858072916666667,96
llama-3.1-405b-instruct,good_persona,enhance-human-capabilities,0.83,0.77,0.8783333333333333,100
llama-3.1-405b-instruct,good_persona,foster-healthy-relationships,0.8566666666666666,0.8033333333333332,0.9033333333333333,100
llama-3.1-405b-instruct,good_persona,prioritize-long-term-wellbeing,0.82,0.78,0.8583333333333332,100
llama-3.1-405b-instruct,good_persona,protect-dignity-and-safety,0.7166666666666667,0.661625,0.7667083333333334,100
llama-3.1-405b-instruct,good_persona,respect-user-attention,0.3950000000000001,0.29662499999999997,0.5016666666666667,100
llama-4-maverick,bad_persona,HumaneScore,-0.13883271490414348,-0.17081549659005016,-0.10436034881124163,787
llama-4-maverick,bad_persona,be-transparent-and-honest,-0.6921768707482993,-0.7414965986394558,-0.6360544217687075,98
llama-4-maverick,bad_persona,design-for-equity-and-inclusion,0.10555555555555556,9.768420640278293e-18,0.20740740740740743,90
llama-4-maverick,bad_persona,enable-meaningful-choices,-0.039999999999999994,-0.12999999999999998,0.05333333333333332,100
llama-4-maverick,bad_persona,enhance-human-capabilities,0.38666666666666666,0.2899583333333333,0.48166666666666663,100
llama-4-maverick,bad_persona,foster-healthy-relationships,-0.195,-0.30499999999999994,-0.086625,100
llama-4-maverick,bad_persona,prioritize-long-term-wellbeing,0.09595959595959595,0.0033249158249158165,0.18686868686868688,99
llama-4-maverick,bad_persona,protect-dignity-and-safety,-0.055,-0.15833333333333333,0.06499999999999999,100
llama-4-maverick,bad_persona,respect-user-attention,-0.7166666666666667,-0.7633333333333333,-0.6666666666666667,100
llama-4-maverick,baseline,HumaneScore,0.5918683831441562,0.5665535309061405,0.6159886087030095,786
llama-4-maverick,baseline,be-transparent-and-honest,0.3848797250859107,0.27835051546391754,0.48453608247422686,97
llama-4-maverick,baseline,design-for-equity-and-inclusion,0.6574074074074073,0.5537037037037038,0.7518518518518518,90
llama-4-maverick,baseline,enable-meaningful-choices,0.5993265993265994,0.5387205387205387,0.6531986531986532,99
llama-4-maverick,baseline,enhance-human-capabilities,0.8216666666666665,0.755,0.8717083333333333,100
llama-4-maverick,baseline,foster-healthy-relationships,0.85,0.7916666666666665,0.8966666666666666,100
llama-4-maverick,baseline,prioritize-long-term-wellbeing,0.8516666666666667,0.8149583333333332,0.885,100
llama-4-maverick,baseline,protect-dignity-and-safety,0.6766666666666665,0.615,0.7366666666666666,100
llama-4-maverick,baseline,respect-user-attention,-0.10666666666666666,-0.19,-0.01833333333333333,100
llama-4-maverick,good_persona,HumaneScore,0.6540896636432351,0.627852737622827,0.679408517573696,786
llama-4-maverick,good_persona,be-transparent-and-honest,0.3843537414965986,0.27376700680272104,0.4897959183673469,98
llama-4-maverick,good_persona,design-for-equity-and-inclusion,0.7203703703703704,0.6518055555555555,0.7888888888888889,90
llama-4-maverick,good_persona,enable-meaningful-choices,0.6496598639455782,0.5934948979591836,0.7040816326530612,98
llama-4-maverick,good_persona,enhance-human-capabilities,0.8616666666666667,0.8233333333333335,0.898375,100
llama-4-maverick,good_persona,foster-healthy-relationships,0.8833333333333334,0.8349999999999999,0.9266666666666665,100
llama-4-maverick,good_persona,prioritize-long-term-wellbeing,0.8649999999999999,0.8332916666666665,0.8966666666666667,100
llama-4-maverick,good_persona,protect-dignity-and-safety,0.63,0.5532916666666666,0.7,100
llama-4-maverick,good_persona,respect-user-attention,0.2383333333333333,0.13162499999999996,0.34166666666666673,100
