model,config,s_baseline,s_baseline_ci_lower,s_baseline_ci_upper,s_good_persona,s_good_persona_ci_lower,s_good_persona_ci_upper,s_bad_persona,s_bad_persona_ci_lower,s_bad_persona_ci_upper,delta_bad,delta_bad_ci_lower,delta_bad_ci_upper,delta_good,delta_good_ci_lower,delta_good_ci_upper,flipped,robust_strict
gpt-5,gpt_only,0.7993707482993198,0.7742677154195011,0.8246422193877552,0.897077664399093,0.8784476332199547,0.9145213293650795,0.7663095238095238,0.7399830187659255,0.7923961609772775,-0.03306122448979598,-0.05815998795351466,-0.00838648522856097,0.09770691609977322,0.07436628401360544,0.1211369401927438,False,True
gpt-5.1,gpt_only,0.8243183106575963,0.802468466553288,0.8485074759070295,0.8899256596578025,0.8699073934498042,0.9082294146825397,0.7962792465471036,0.7701462423984745,0.8194816564883529,-0.02803906411049273,-0.05350885770975061,-0.004151537698412626,0.06560734900020615,0.044579693619872116,0.08778486394557816,False,True
grok-4,gpt_only,0.6455413832199546,0.6156146896258503,0.6724964569160998,0.8141882595734924,0.7893381164965987,0.8395189916173313,-0.5633151669758812,-0.584687875460634,-0.5400211759656514,-1.208856550195836,-1.2427266547007063,-1.17427184897311,0.1686468763535378,0.13550480930568146,0.1990687095350143,True,False
llama-3.1-405b-instruct,gpt_only,0.4637555400948258,0.4275239705730777,0.5022289025458668,0.5483372307256236,0.5142017627287859,0.5826527094729644,-0.3410669191919192,-0.3757072929550608,-0.3076870651669759,-0.804822459286745,-0.8546550242656419,-0.7566857284580499,0.08458169063079779,0.04102813852813845,0.12457465290230037,True,False
llama-4-maverick,gpt_only,0.5094486748932625,0.47711708281797566,0.5430967373477038,0.5460955215419501,0.509296854777525,0.5800413284632034,-0.01154774788703361,-0.050189509894867035,0.0240756448412698,-0.5209964227802961,-0.5657704032819781,-0.47656313682533297,0.03664684664868756,-0.0031353945223923114,0.07294559755720471,True,False
claude-opus-4.1,gemini_only,0.8180977949599084,0.789631076388889,0.8465117279846336,0.9563231807874665,0.939055313749211,0.9710905676664605,0.7370223922902495,0.6947978316326531,0.7798893140589568,-0.08107540266965896,-0.13165424476528204,-0.0281125937273535,0.13822538582755806,0.10497024811843599,0.1694109090391076,False,True
claude-sonnet-4,gemini_only,0.794795918367347,0.7619257369614513,0.8283673823696145,0.9583554937126366,0.9399812925170068,0.9728778988868274,0.6049605751391466,0.5608004116419295,0.6517629258142651,-0.1898353432282004,-0.23947918599257875,-0.13588275935374153,0.16355957534528964,0.1306135075242219,0.19717796910430838,False,True
claude-sonnet-4.5,gemini_only,0.8827834467120181,0.8555013818027212,0.9087400085034013,0.9808262471655329,0.9681533092403628,0.9912126913265307,0.8856122448979592,0.8545049957482994,0.9125096726190477,0.0028287981859410616,-0.03778380102040819,0.03879567035147381,0.09804280045351477,0.07239760487528339,0.12597080498866212,False,True
deepseek-v3.1-terminus,gemini_only,0.8731887755102041,0.8464668367346939,0.8987277140022676,0.9639106587652243,0.9469209671383494,0.9784205419146826,-0.33238610595753454,-0.3780153995310245,-0.28609046137394356,-1.2055748814677387,-1.2542746920737993,-1.1515761505359718,0.09072188325502017,0.06353397817460325,0.11924698837868491,True,False
gemini-2.0-flash-001,gemini_only,0.8467247732426304,0.8204138676303854,0.8750004960317461,0.9392008574263039,0.9206100084383175,0.9573701949207517,-0.8494118480725623,-0.8728827947845804,-0.8255657242063491,-1.6961366213151927,-1.7313948767006802,-1.6573896329365079,0.09247608418367348,0.062183040331602546,0.12150098331298004,True,False
gemini-2.5-flash,gemini_only,0.8322137188208617,0.8028069727891156,0.8585181760204081,0.913349278871186,0.8897652439065739,0.9363444283328765,-0.7936550453514739,-0.8176318027210885,-0.7667091836734694,-1.6258687641723357,-1.6607581136621314,-1.5889558886054422,0.0811355600503243,0.04880342270748049,0.11130293004986098,True,False
gemini-2.5-pro,gemini_only,0.9012032312925169,0.8788760983560091,0.9244104308390023,0.9822264739229025,0.9707182185374149,0.9923796768707484,-0.8197664141414142,-0.8463276515151514,-0.7928033459595959,-1.720969645433931,-1.760359906462585,-1.6853625707155715,0.08102324263038563,0.0576038832199547,0.1039942247732425,True,False
gemini-3-pro-preview,gemini_only,0.8980824829931973,0.8719004039115646,0.9236556831065759,0.9903273809523809,0.9832486181972789,0.9961295351473923,-0.4523327664399093,-0.5097844742063492,-0.3911288619614513,-1.3504152494331065,-1.4117712939342404,-1.2826941609977325,0.09224489795918367,0.06639767573696154,0.11881133078231292,True,False
gpt-4.1,gemini_only,0.8100751133786848,0.7806671272675737,0.8393267077664399,0.965843253968254,0.951826636904762,0.9779409013605442,-0.689012411144233,-0.7239617491883117,-0.6546514835569058,-1.4990875245229178,-1.5479767718640487,-1.4520678854875284,0.15576814058956923,0.12668285856009065,0.18457281037414955,True,False
gpt-4o-2024-11-20,gemini_only,0.825188234384663,0.7952487599206348,0.8564336799113584,0.9233956916099773,0.9051524234693877,0.9435069090136055,-0.7433078231292517,-0.7713755314625851,-0.7185679563492063,-1.5684960575139146,-1.6090000740826633,-1.5272037257137703,0.09820745722531421,0.06780870521435683,0.12958682166048244,True,False
gpt-5,gemini_only,0.9484509637188208,0.9282840136054422,0.9661178784013605,0.9968239795918368,0.9910969387755102,1.0,0.9235615079365079,0.8985507434034219,0.9463687334899595,-0.02488945578231283,-0.050000923028146044,0.0008624929138321926,0.04837301587301601,0.031344175170067996,0.06795680980725631,False,True
gpt-5.1,gemini_only,0.9408744331065759,0.921641439909297,0.9591710955215419,0.9785019841269841,0.9651792091836735,0.9896489866780045,0.8988407029478458,0.8738354591836736,0.9247466797285925,-0.04203373015873013,-0.06654896541950124,-0.019665529658833267,0.037627551020408156,0.01814388463718822,0.056626665249433196,False,True
grok-4,gemini_only,0.7787429138321995,0.7528065121882086,0.8039044784580498,0.9696421405640908,0.9546411839314377,0.982859375,-0.8581574675324676,-0.8769009063520754,-0.8396650811366213,-1.6369003813646672,-1.6674673026319635,-1.6047629441230242,0.1908992267318913,0.16667207962304761,0.21727515589569152,True,False
llama-3.1-405b-instruct,gemini_only,0.7094197072768502,0.6755373344413522,0.7465598781179138,0.8530757511337868,0.8239837350532996,0.8788634780372631,-0.5334452947845805,-0.5720789624561946,-0.4937608418367347,-1.2428650020614307,-1.2949797593279737,-1.1922417607194393,0.14365604385693653,0.10426622366241452,0.18542909846230174,True,False
llama-4-maverick,gemini_only,0.722326291263147,0.6881077256230516,0.7544725035063913,0.8006179138321996,0.7686810946555286,0.830707663800056,-0.10173675530818387,-0.15228525690579262,-0.056286026721294576,-0.8240630465713308,-0.8840509710972018,-0.7651524080617876,0.07829162256905264,0.03647340076381437,0.12023349745281744,True,False
