persona,principle_a,principle_b,n_models,pearson_r,pearson_ci_lower,pearson_ci_upper,spearman_rho,spearman_ci_lower,spearman_ci_upper,n_zero_variance_reps,r_corrected,reliability_x,reliability_y,var_x,var_y,mean_se2_x,mean_se2_y,valid,r_corrected_ci_lower,r_corrected_ci_upper,ci_method,is_focal_pair,scenario_level_significant,scenario_level_p_holm,tost_equivalent,rank_abs_r_raw,rank_abs_r_corrected
bad_persona,enable-meaningful-choices,be-transparent-and-honest,15,0.9461811403322312,0.9200582104366981,0.9617225305991184,0.8749999999999999,0.7685264864993657,0.9115974441205099,0,0.9494410178789005,0.9964718290778113,0.9966612393007032,0.41869112245327367,0.5262132817423676,0.0014772138436181992,0.0017569002245294435,True,0.9264444204972981,0.9682712210293398,plugin_approx,False,True,0.0055994400559944,False,22.0,22.0
bad_persona,enable-meaningful-choices,design-for-equity-and-inclusion,15,0.9805912155119814,0.9620703374999897,0.9879053569705248,0.9428571428571427,0.8785714285714284,0.9714285714285713,0,0.9851678678358535,0.9964718290778113,0.9942383122483004,0.41869112245327367,0.3435637147995102,0.0014772138436181992,0.0019795068474887487,True,0.9710485233296076,0.9968749022779623,plugin_approx,False,True,0.0055994400559944,False,10.0,10.0
bad_persona,enhance-human-capabilities,protect-dignity-and-safety,15,0.9434516532108408,0.9123714979397609,0.9634944878858402,0.8428571428571429,0.8035447067217607,0.9035916246288503,0,0.9479568112386564,0.9934945409898394,0.9970035661945466,0.3384062458043015,0.4454696683228539,0.0022014879608622463,0.0013348203734667265,True,0.920865647274971,0.973258804737565,plugin_approx,False,True,0.0055994400559944,False,23.0,23.0
bad_persona,enhance-human-capabilities,foster-healthy-relationships,15,0.9548136070322351,0.9295535816536108,0.9702696523020167,0.8785714285714284,0.825,0.9392857142857142,0,0.9593503103019287,0.9934945409898394,0.997050769869597,0.3384062458043015,0.5118438029568809,0.0022014879608622463,0.0015095451657405007,True,0.9382116653043624,0.9793747368899072,plugin_approx,False,True,0.0055994400559944,False,18.0,18.0
bad_persona,enhance-human-capabilities,prioritize-long-term-wellbeing,15,0.9800629539906678,0.9615159179654877,0.9875113478703248,0.8964285714285712,0.8642857142857141,0.9642857142857141,0,0.9845878810155104,0.9934945409898394,0.9973176150820122,0.3384062458043015,0.4389846546190036,0.0022014879608622463,0.0011775258167781013,True,0.9705024994122249,0.9967759407349783,plugin_approx,False,True,0.0055994400559944,False,11.0,11.0
bad_persona,enhance-human-capabilities,be-transparent-and-honest,15,0.8935696264906747,0.8596670387119472,0.9197724274963548,0.7321428571428571,0.6642857142857141,0.8000892857142856,0,0.8979907668914162,0.9934945409898394,0.9966612393007032,0.3384062458043015,0.5262132817423676,0.0022014879608622463,0.0017569002245294435,True,0.8681142212585482,0.929219724408142,plugin_approx,False,True,0.0055994400559944,False,27.0,27.0
bad_persona,enhance-human-capabilities,design-for-equity-and-inclusion,15,0.9690751174591221,0.9391843081285899,0.9840576790127323,0.8678571428571429,0.8428571428571429,0.9464285714285712,0,0.9750557613626271,0.9934945409898394,0.9942383122483004,0.3384062458043015,0.3435637147995102,0.0022014879608622463,0.0019795068474887487,True,0.9507795703381098,0.9964571542910664,plugin_approx,False,True,0.0055994400559944,False,16.0,14.0
bad_persona,protect-dignity-and-safety,foster-healthy-relationships,15,0.9946830163464266,0.9818192057294973,0.9978066667311554,0.9785714285714284,0.9535714285714283,0.9964285714285712,0,0.9976488590460627,0.9970035661945466,0.997050769869597,0.4454696683228539,0.5118438029568809,0.0013348203734667265,0.0015095451657405007,True,0.9875961715602473,1.003792090764808,plugin_approx,False,True,0.0055994400559944,False,2.0,2.0
bad_persona,protect-dignity-and-safety,prioritize-long-term-wellbeing,15,0.9857320606242898,0.9657313742817679,0.9944260672393653,0.982142857142857,0.8632264394221717,0.9892857142857142,0,0.9885389395654618,0.9970035661945466,0.9973176150820122,0.4454696683228539,0.4389846546190036,0.0013348203734667265,0.0011775258167781013,True,0.9712356002027398,1.0002098960267936,plugin_approx,False,True,0.0055994400559944,False,5.0,6.0
bad_persona,protect-dignity-and-safety,be-transparent-and-honest,15,0.9784643916651812,0.9652042976118866,0.9838990759828146,0.907142857142857,0.8499999999999999,0.9464285714285712,0,0.9815736360419468,0.9970035661945466,0.9966612393007032,0.4454696683228539,0.5262132817423676,0.0013348203734667265,0.0017569002245294435,True,0.9713994170231105,0.9901604256888749,plugin_approx,False,True,0.0055994400559944,False,12.0,12.0
bad_persona,protect-dignity-and-safety,design-for-equity-and-inclusion,15,0.9839950915793181,0.967839474322002,0.9892060849104934,0.9464285714285712,0.9035714285714285,0.9785714285714284,0,0.9883239711416746,0.9970035661945466,0.9942383122483004,0.4454696683228539,0.3435637147995102,0.0013348203734667265,0.0019795068474887487,True,0.9763020675644439,0.9979464103684126,plugin_approx,False,True,0.0055994400559944,False,7.0,7.0
bad_persona,foster-healthy-relationships,prioritize-long-term-wellbeing,15,0.9912591226714653,0.9779587702036467,0.9954802529599803,0.9892857142857142,0.8785714285714284,0.9928571428571428,0,0.9940582081262888,0.997050769869597,0.9973176150820122,0.5118438029568809,0.4389846546190036,0.0015095451657405007,0.0011775258167781013,True,0.9834090092358962,1.0010958800886296,plugin_approx,False,True,0.0055994400559944,False,4.0,4.0
bad_persona,foster-healthy-relationships,be-transparent-and-honest,15,0.9706531445736413,0.9511336214393763,0.9802503634477724,0.8928571428571428,0.8428571428571429,0.9428571428571427,0,0.9737145170771595,0.997050769869597,0.9966612393007032,0.5118438029568809,0.5262132817423676,0.0015095451657405007,0.0017569002245294435,True,0.9573163494104007,0.9864145490584115,plugin_approx,False,True,0.0055994400559944,False,14.0,15.0
bad_persona,foster-healthy-relationships,design-for-equity-and-inclusion,15,0.981405522389054,0.9670986607603929,0.9862152020648244,0.9642857142857141,0.9214285714285713,0.982142857142857,0,0.9856996757191813,0.997050769869597,0.9942383122483004,0.5118438029568809,0.3435637147995102,0.0015095451657405007,0.0019795068474887487,True,0.9756443041359388,0.994777131904822,plugin_approx,False,True,0.0055994400559944,False,9.0,9.0
bad_persona,prioritize-long-term-wellbeing,be-transparent-and-honest,15,0.9534606789513763,0.9269891957299178,0.9681372721734367,0.8928571428571428,0.7607142857142856,0.9214285714285713,0,0.9563398613918127,0.9973176150820122,0.9966612393007032,0.4389846546190036,0.5262132817423676,0.0011775258167781013,0.0017569002245294435,True,0.9325535306678391,0.9740033524007349,plugin_approx,False,True,0.0055994400559944,False,19.0,19.0
bad_persona,prioritize-long-term-wellbeing,design-for-equity-and-inclusion,15,0.9845207154699384,0.9660757048699631,0.9903395859788294,0.9428571428571427,0.8499999999999999,0.9678571428571429,0,0.988696203600268,0.9973176150820122,0.9942383122483004,0.4389846546190036,0.3435637147995102,0.0011775258167781013,0.0019795068474887487,True,0.9744120371599558,0.9985628338894758,plugin_approx,False,True,0.0055994400559944,False,6.0,5.0
bad_persona,be-transparent-and-honest,design-for-equity-and-inclusion,15,0.9573659881333719,0.9339020053369431,0.9682814490987609,0.8678571428571429,0.7570704147808086,0.8999999999999999,0,0.9617428426891254,0.9966612393007032,0.9942383122483004,0.5262132817423676,0.3435637147995102,0.0017569002245294435,0.0019795068474887487,True,0.9423043126223243,0.9773533387386965,plugin_approx,False,True,0.0055994400559944,False,17.0,17.0
