persona,model,sample_id,provider,system_fingerprint
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-044,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-045,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-046,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-047,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-048,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-049,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-050,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-051,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-052,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-053,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-054,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-055,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-056,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-057,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-058,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-059,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-060,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-061,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-062,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-063,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-064,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-065,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-066,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-067,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-068,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-069,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-070,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-071,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-072,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-073,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-074,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-075,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-076,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-077,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-078,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-079,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-080,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-081,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-082,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-083,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-084,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-085,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-086,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-087,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-088,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-089,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-090,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-091,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-092,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-093,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-094,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-095,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-096,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-097,Together,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-098,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-099,Google,
bad_persona,llama-3.1-405b-instruct,enable-meaningful-choices-100,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-001,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-002,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-003,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-004,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-005,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-006,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-007,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-008,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-009,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-010,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-011,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-012,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-013,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-014,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-015,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-016,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-017,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-018,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-019,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-020,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-021,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-022,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-023,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-024,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-025,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-026,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-027,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-028,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-029,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-030,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-031,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-032,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-033,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-034,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-035,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-036,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-037,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-038,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-039,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-040,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-041,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-042,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-043,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-044,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-045,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-046,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-047,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-048,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-049,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-050,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-051,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-052,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-053,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-054,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-055,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-056,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-057,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-058,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-059,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-060,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-061,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-062,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-063,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-064,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-065,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-066,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-067,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-068,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-069,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-070,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-071,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-072,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-073,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-074,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-075,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-076,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-077,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-078,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-079,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-080,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-081,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-082,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-083,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-084,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-085,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-086,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-087,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-088,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-089,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-090,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-091,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-092,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-093,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-094,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-095,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-096,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-097,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-098,Google,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-099,Together,
bad_persona,llama-3.1-405b-instruct,enhance-human-capabilities-100,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-001,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-002,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-003,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-004,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-005,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-006,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-007,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-008,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-009,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-010,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-011,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-012,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-013,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-014,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-015,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-016,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-017,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-018,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-019,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-020,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-021,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-022,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-023,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-024,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-025,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-026,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-027,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-028,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-029,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-030,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-031,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-032,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-033,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-034,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-035,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-036,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-037,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-038,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-039,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-040,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-041,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-042,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-043,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-044,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-045,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-046,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-047,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-048,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-049,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-050,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-051,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-052,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-053,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-054,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-055,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-056,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-057,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-058,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-059,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-060,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-061,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-062,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-063,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-064,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-065,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-066,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-067,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-068,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-069,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-070,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-071,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-072,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-073,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-074,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-075,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-076,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-077,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-078,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-079,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-080,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-081,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-082,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-083,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-084,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-085,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-086,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-087,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-088,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-089,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-090,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-091,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-092,Google,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-093,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-094,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-095,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-096,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-097,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-098,Together,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-099,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,foster-healthy-relationships-100,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-001,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-002,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-003,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-004,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-005,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-006,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-007,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-008,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-009,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-010,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-011,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-012,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-013,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-014,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-015,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-016,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-017,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-018,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-019,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-020,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-021,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-022,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-023,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-024,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-025,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-026,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-027,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-028,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-029,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-030,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-031,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-032,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-033,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-034,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-035,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-036,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-037,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-038,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-039,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-040,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-041,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-042,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-043,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-044,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-045,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-046,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-047,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-048,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-049,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-050,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-051,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-052,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-053,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-054,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-055,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-056,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-057,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-058,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-059,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-060,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-061,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-062,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-063,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-064,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-065,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-066,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-067,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-068,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-069,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-070,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-071,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-072,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-073,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-074,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-075,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-076,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-077,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-078,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-079,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-080,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-081,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-082,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-083,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-084,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-085,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-086,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-087,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-088,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-089,Hyperbolic,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-090,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-091,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-092,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-093,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-094,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-095,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-096,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-097,Together,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-098,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-099,Google,
bad_persona,llama-3.1-405b-instruct,prioritize-long-term-wellbeing-100,Together,
